存货编码,一级类别,二级类别,存货名称,英文名,规格型号,存货代码,存货大类编码,存货大类名称,主计量单位名称,默认仓库名称
7000398,零配件,,面板贴纸,"Decal,Dash Board",8B35PC，附图,,SP04,其它零件,张,
7000399,零配件,,面板,"Plate,Electronic Board",Q235A，喷深灰色亚光粉,,SP02,五金件,个,
7000401,零配件,,方向盘,Steering Wheel,"PP发泡,黑色",,SP04,其它零件,个,
7000402,零配件,,控制盒,Board Housing,"PA6,浅灰色",,SP01,塑胶件,个,
7000403,零配件,,控制盒盖,"Cover,Board Housing","PA6,浅灰色",,SP01,塑胶件,个,
7000404,零配件,,控制面板,Electronic Board,,,SP03,电子零件,个,
7000405,零配件,,罩壳,"Cover,Steering Column",浅灰色，LLDPE,,SP01,塑胶件,个,
7000406,零配件,,盖板,,Q235A，表面喷深灰色锤纹粉,,SP02,五金件,个,
7000407,零配件,,罩壳,"Cover,Steering Column",浅灰色，LLDPE,,SP01,塑胶件,个,
7000408,零配件,,钥匙开关板,"Support,Ignition Key",Q235A，喷深灰色亚光粉,,SP02,五金件,个,
7000409,零配件,,钥匙开关板贴纸,"Decal,Ignition Key",8B35PC，附图,,SP04,其它零件,个,
7000410,零配件,,转向柱,Steering Column,,,SP02,五金件,个,
7000410-10,零配件,,转向柱,Steering Column,外表面喷黑色电泳漆,,SP02,五金件,个,
7000410-9,零配件,,防尘盖,Rubber Cover,丁晴橡胶(70~80°)，黑色,,SP01,塑胶件,个,原材料仓
7000411,零配件,,万向节,Joint,附图,,SP02,五金件,个,
7000412,零配件,,微动开关,Micro Switch,Z-15GW,,SP03,电子零件,个,原材料仓
7000413,零配件,,工作灯,Led Worklamp,24V，LED，4盏点灯源，700 流明,,SP03,电子零件,个,
7000413A,零配件,,工作灯,,压端子，维修备件,,SP05,半成品,个,
7000414,零配件,,左罩,Left Cover,深灰色，LLDPE,,SP01,塑胶件,个,
7000415,零配件,,右罩,Right Cover,深灰色，LLDPE,,SP01,塑胶件,个,
7000416,零配件,,拉绳,,不锈钢,,SP02,五金件,个,
7000417,零配件,,拉绳,,不锈钢,,SP02,五金件,个,
7000418,零配件,,控制面板,Electronic Board,编程,,SP03,电子零件,个,
7000418-1,零配件,,控制面板,,原板,,SP03,电子零件,块,
7000419,零配件,,贴纸,"Decal,Ignition Key",8B35PC，附图,,SP04,其它零件,个,
7000421,零配件,,开关板,"Support,Switch",环氧树脂板,,SP01,塑胶件,个,
7000422,零配件,,边刷贴纸,"Decal,Side brush",8B35PC，附图,,SP04,其它零件,个,
7000423,零配件,,主刷贴纸,"Decal,Main brush",8B35PC，附图,,SP04,其它零件,个,
7000424,零配件,,开关板,,环氧树脂板,,SP01,塑胶件,个,
7000425,零配件,,贴纸,Decal,8B35PC，附图,,SP04,其它零件,个,
7000426,零配件,,盖板,Plate,Q235A，喷深灰色锤纹粉,,SP02,五金件,个,
7000427,零配件,,边刷贴纸,"Decal,Side brush",8B35PC，附图,,SP04,其它零件,个,
7000428,零配件,,方向盘盖,"Cover,Steering Wheel","PP3015,兰色",,SP01,塑胶件,个,
7000431,零配件,,控制面板,Electronic Board,中文显示，配锂电池,,SP03,电子零件,个,
7000432,零配件,,控制面板,Electronic Board,中文显示，配铅酸电池(AGM),,SP03,电子零件,个,
7000433,零配件,,控制面板,Electronic Board,英文显示，配锂电池,,SP03,电子零件,个,
7000434,零配件,,控制面板,Electronic Board,英文显示，配铅酸电池(AGM),,SP03,电子零件,个,
7000435,零配件,,控制面板,Electronic Board,英文显示，配铅酸电池(WET),,SP03,电子零件,个,
7000441,零配件,,iS1100控制面板贴纸,,25#消银龙，背胶,,SP04,其它零件,张,
7000442,零配件,,iS1100L控制面板贴纸（Li/CH),,25#消银龙，背胶,,SP04,其它零件,张,
7000443,零配件,,iS1100控制面板贴纸（AGM/CH),,25#消银龙，背胶,,SP04,其它零件,张,
7000444,零配件,,iS1100L控制面板贴纸（Li/EN),,25#消银龙，背胶,,SP04,其它零件,张,
7000445,零配件,,iS1100控制面板贴纸（AGM/EN),,25#消银龙，背胶,,SP04,其它零件,张,
7000446,零配件,,iS1100控制面板贴纸（WET/EN),,25#消银龙，背胶,,SP04,其它零件,张,
7000501,零配件,,叉形杆 （长）,Fork(long),45#，表面镀兰锌,,SP02,五金件,个,
7000502,零配件,,夹紧销,Clips,附图,,SP02,五金件,个,
7000503,零配件,,右边刷拉绳,"Cable,Right Side Brush",附图,,SP04,其它零件,个,
7000504,零配件,,左边刷拉绳,"Cable,Left Side Brush",附图,,SP04,其它零件,个,
7000507,零配件,,夹紧销 （小）,,,,SP02,五金件,个,
7000508,零配件,,前裙边提升拉绳,"Cable,Front Skirt Lift-up",附图,,SP04,其它零件,个,
7000512,零配件,,夹紧销,Clips,表面镀兰锌,,SP02,五金件,个,
7000513,零配件,,主刷调节拉绳,"Cable,Main Brush",附图,,SP04,其它零件,条,
7000610,零配件,,顶棚总成,,,,SP05,半成品,个,
7000611,零配件,,支架,Bracket,表面喷亮光灰粉体（HB2-H1845）,,SP02,五金件,个,
7000612,零配件,,上支架,Top bracket,表面喷亮光灰粉体（HB2-H1845）,,SP02,五金件,个,
7000613,零配件,,遮阳顶棚,,"浅灰色(PMS430U),505有机玻璃板",,SP04,其它零件,片,
7000615,零配件,,三角踏板,,"LLDPE,深灰色",,SP01,塑胶件,个,
7000616,零配件,,遮阳顶棚,,深灰色，LLDPE,,SP01,塑胶件,个,
7000617,零配件,,后支撑,"Bracket,back",表面镀硬铬,,SP02,五金件,个,
7000618,零配件,,前支撑,"Bracket,front",表面镀硬铬,,SP02,五金件,个,
7000619,零配件,,橡胶盖,"CAP,Rubber",丁晴橡胶(55~75°)，黑色,,SP01,塑胶件,个,原材料仓
7000620,刷子/针座,,主刷总成,,PP/铁丝,,SP05,半成品,个,
7000620-1,刷子/针座,,主刷,,PP/铁丝,,SP01,塑胶件,个,
7000621,刷子/针座,,主刷总成,,混合纤维,,SP05,半成品,个,
7000621-1,刷子/针座,,主刷,,混合纤维,,SP01,塑胶件,个,
7000622,刷子/针座,,边刷组件,,PP/铁丝,,SP05,半成品,个,
7000622-1,刷子/针座,,边刷,PLOY/WIRE,PP/铁丝,,SP01,塑胶件,个,
7000623,刷子/针座,,边刷组件,,混合纤维,,SP05,半成品,个,
7000623-1,刷子/针座,,边刷,MIX FIBER,混合纤维,,SP01,塑胶件,个,
7000625,其他,,主刷纸箱,,A=B,,PM01,包装材料,个,原材料仓
7000626,其他,,边刷纸箱,,A=B,,PM01,包装材料,个,原材料仓
7000630,零配件,,工作灯总成,"Kit,Working Light",,,SP05,半成品,个,
7000635,零配件,,自动收口垃圾袋,Dust Bag,"1200MM*680MM*0.03MM（开口1200位置）,15个1盒（外光彩印）",,SP04,其它零件,盒,原材料仓
7000640,零配件,,iS1100锂电池加热器,,组件,,SP05,半成品,套,原材料仓
7000641,零配件,,加热器壳体,Battery Container,深灰色，LLDPE,,SP01,塑胶件,个,
7000642,零配件,,面板,,"Q235A,喷深灰色锤纹粉",,SP02,五金件,个,
7000643,零配件,,挡板,,"Q235A,喷深灰色锤纹粉",,SP02,五金件,个,
7000644,零配件,,贴纸,Decal,8B35PC，附图,,SP04,其它零件,张,
7000645,零配件,,暖风机,,220V，155款/1600W,,SP03,电子零件,个,原材料仓
7000646,零配件,,延时器,,AC220V ASY-3D,,SP03,电子零件,个,原材料仓
7000647,零配件,,温控开关,,"KSD301,常闭70°,250V 10A",,SP03,电子零件,个,原材料仓
7000653,零配件,,前轮,Front Wheel,充气轮，附图,,SP04,其它零件,个,
7000654,零配件,,驱动轮,Traction Wheel,"充气轮,附图",,SP04,其它零件,个,
7000701,其他,,iS1100说明书,,中文,,PM01,包装材料,本,
7000702,其他,,iS1100说明书,,英文,,PM01,包装材料,本,
7000702U,其他,,iS1100说明书,,英文(出美国）,,PM01,包装材料,本,
7000703,其他,,iS1100说明书,,"中文,租机",,PM01,包装材料,本,
7000704,其他,,iS1100说明书,,"英文,租机",,PM01,包装材料,本,
7000704U,其他,,iS1100说明书,,"英文,租机(出美国）",,PM01,包装材料,本,
7000709,零配件,,警告贴纸（中文）,,PVC，带3M9448A背胶,,SP04,其它零件,张,
7000710,零配件,,警告贴纸（英文）,,PVC，带3M9448A背胶,,SP04,其它零件,张,
7000711,零配件,,面板贴纸,,8B35PC，附图  租机,,SP04,其它零件,张,
7000712,零配件,,主刷调节贴纸(英文）,"Decal,Main Brush Adjustment",PVC，带3M背胶,,SP04,其它零件,张,
7000730,零配件,,信号线,,附图,,SP03,电子零件,条,
7000731,其他,,扫地机木箱,,,,PM01,包装材料,套,
7000732,其他,,扫地机纸箱,,1760X1190X1280mm A=A,,PM01,包装材料,个,
7000733,其他,,扫地机木箱,,,,PM01,包装材料,套,
7000733-1,其他,,卡板,,胶合板+刨花板，iS1100用,,PM01,包装材料,个,
7000734,其他,,扫地机纸箱,,1660x1250x1220mm A=A,,PM01,包装材料,个,
7000737,零配件,,钥匙开关线,,附图,,SP03,电子零件,条,
7000738,零配件,,充电器切换线,,附图,,SP03,电子零件,条,
7000739,零配件,,主线束1,,附图,,SP03,电子零件,条,
7000740,零配件,,蜂鸣器负极线,,附图,,SP03,电子零件,条,
7000741,零配件,,主线束,,,,SP03,电子零件,条,
7000742,零配件,,控制回路正极线,,,,SP03,电子零件,条,
7000743,零配件,,感应器线,,,,SP03,电子零件,条,
7000744,零配件,,RFID板信号线,,附图,,SP03,电子零件,条,
7000746,零配件,,主电源线,,附图,,SP03,电子零件,条,
7000746-1,零配件,,电源正极线,,,,SP03,电子零件,条,
7000746-2,零配件,,电源负极线,,,,SP03,电子零件,条,
7000747,零配件,,RVVB 3芯电缆,,,,SP03,电子零件,条,原材料仓
7000748,零配件,,AVVR 6芯电缆,,,,SP03,电子零件,条,原材料仓
7000749,零配件,,信号线,,x组件,,SP03,电子零件,条,原材料仓
7000749-1,零配件,,信号线,,请见图纸7000749,,SP03,电子零件,条,
7000750,零配件,,振尘电机辅助线,,附图,,SP03,电子零件,条,原材料仓
7000751,零配件,,灯辅助线,,附图,,SP03,电子零件,条,原材料仓
7000752,零配件,,外充切换线,,附图,,SP03,电子零件,条,原材料仓
7000753,零配件,,加速线,,附图,,SP03,电子零件,条,原材料仓
7000754,零配件,,后驱动线,,附图,,SP03,电子零件,条,原材料仓
7000755,零配件,,主刷线,,附图,,SP03,电子零件,条,原材料仓
7000756,零配件,,电池连接线,"Harness,Battery",附图,,SP03,电子零件,条,原材料仓
7000757,零配件,,主电源线,,附图,,SP03,电子零件,条,
7000758,零配件,,风机线,,附图,,SP03,电子零件,条,
7000759,零配件,,边刷电机线,,附图,,SP03,电子零件,条,
7000760,零配件,,控制器主电线,,附图,,SP03,电子零件,条,
7000760-1,零配件,,控制器电源正极线,,附图,,SP03,电子零件,条,
7000760-2,零配件,,控制器电源负极线,,附图,,SP03,电子零件,条,
7000761,零配件,,车充线,,附图,,SP03,电子零件,条,
7000762,零配件,,外充线,,附图,,SP03,电子零件,条,
7000763,零配件,,主线束1,,附图,,SP03,电子零件,条,
7000764,零配件,,主线束2,,附图,,SP03,电子零件,条,
7000764-1,零配件,,正极线,,附图,,SP03,电子零件,条,
7000765,零配件,,车充线（锂电）,,附图,,SP03,电子零件,条,
7000766,零配件,,外充线（锂电）,,附图,,SP03,电子零件,条,
7000767,零配件,,主控制器CPU板,,扫地机iS1100用，编程,,SP03,电子零件,块,原材料仓
7000768,零配件,,主控制器主功率板,,扫地机iS1100用，喷油漆,,SP03,电子零件,块,原材料仓
7000768-1,零配件,,主控制器主功率板,,原板,,SP03,电子零件,块,
7000789,零配件,,iS1100主控制器,Control Unit,iS1100,,SP03,电子零件,个,
7000789B,零配件,,iS1100主控制器（旧款）,,iS1100用（旧款）,,SP03,电子零件,个,
7000790,零配件,,iS1100主控制器,Control Unit,iS1100,,SP03,电子零件,个,
7000791,零配件,,控制器贴纸,,扫地机一体式控制器用,,PM01,包装材料,张,
7000792,零配件,,主控制器CPU板,CPU FOR is1100,5V，iS1100用，编程,,SP03,电子零件,块,
7000792-1,零配件,,主控制器CPU板,,5V，iS1100用,,SP03,电子零件,块,原材料仓
7000792-1B,零配件,,主控制器CPU板（旧款）,,5V，iS1100用(旧款),,SP03,电子零件,个,
7000792B,零配件,,主控制器CPU板（旧款）,,5V，iS1100用，编程（旧款）,,SP03,电子零件,个,
7000793,零配件,,控制器贴纸,,iS1100/iS1100L,,PM01,包装材料,张,
7000794,零配件,,控制器CPU板贴纸,,iS1100,,PM01,包装材料,张,
7100056,零配件,,左轮支撑,Left Wheel Support,,,SP02,五金件,个,
7100060,零配件,,"16""充气轮",Wheel,充气轮，附图,,SP04,其它零件,个,
7100083,零配件,,右轮支撑,Right Wheel Support,,,SP02,五金件,个,
7100127,零配件,,风机电机,Motor,"DC36V,880W,3080RPM",,SP06,电机,台,原材料仓
7100167,刷子/针座,,边刷,,TRECOLLI,,SP01,塑胶件,个,
7100181,零配件,,线推器,"ACTUATOR, 36VDC","36V,AO-1/M",,SP06,电机,个,原材料仓
7100195,零配件,,线推器,"ACTUATOR, 36VDC","36V,AP-3/C",,SP06,电机,个,原材料仓
7100224,零配件,,锂电池车载充电器,"Li-ion Battery Charger, Input 120~240VAC, Output 24VDC 30A",36VDC 40A，QQE1440-14CH18，输入120~240AVC 50/60HZ,,SP03,电子零件,个,
7100264,零配件,,驱动轴,Transaxle,"AC 3X36V 1200W, IP44,带 ELECTRONIC BRAKE",,SP06,电机,个,
7100266,零配件,,筒式过滤器,Cartridge Filter,,,SP01,塑胶件,个,原材料仓
7100360,零配件,,控制器,,Curtis 1232E-5221,,SP03,电子零件,个,
7100381,零配件,,喷嘴,NOZZLE,"TK-SS-3,不锈钢304",,SP02,五金件,个,原材料仓
7100382,零配件,,喷嘴体帽盖,cap,25608-5-NYR,,SP01,塑胶件,个,原材料仓
7910001,零配件,,进水过滤器套装,,组件 供应商编号:3082130,,SP05,半成品,个,配件仓
7910002,零配件,,轮子,,供应商编号:3400560,,SP01,塑胶件,个,配件仓
7910003,零配件,,柱塞包,,组件 供应商编号:3400420,,SP05,半成品,个,配件仓
7910004,零配件,,单向阀包,,组件 供应商编号:3400430,,SP05,半成品,个,配件仓
7910005,零配件,,密封包,,组件 供应商编号:3400440,,SP05,半成品,个,配件仓
7910006,零配件,,泵头,,组件 供应商编号:3409407,,SP05,半成品,个,配件仓
7910007,零配件,,电机,,组件 供应商编号:3400750,,SP06,电机,台,配件仓
7910008,零配件,,枪把,,组件 供应商编号:3900180,,SP05,半成品,个,配件仓
7910009,零配件,,旋转喷嘴,,组件 供应商编号:3900210,,SP05,半成品,个,配件仓
7910010,零配件,,调整喷嘴,,组件 供应商编号:3900200,,SP05,半成品,个,配件仓
7910011,零配件,,高压管,,组件 供应商编号:3440330,,SP05,半成品,条,配件仓
7910012,零配件,,前罩盖,Cover,供应商编号:3440036,,SP01,塑胶件,个,
7910013,零配件,,水泵前盖,Casing,供应商编号:3440021,,SP01,塑胶件,个,
7910014,零配件,,电线固定夹,Cable gland,供应商编号:3080580,,SP01,塑胶件,个,
7910015,零配件,,调节器1,Knob1,供应商编号:3440195,,SP05,半成品,个,
7910017,零配件,,调节器2,Knob2,供应商编号:3440184,,SP05,半成品,个,
7910018,零配件,,开关,Switch,供应商编号:3440250,,SP03,电子零件,个,
7910019,零配件,,支架,Bracket,供应商编号:3440120,,SP02,五金件,个,
7910020,零配件,,溶液管,Detergent hose,供应商编号:3440350,,SP01,塑胶件,个,
7910021,零配件,,溶液管,Detergent hose,供应商编号:3440360,,SP01,塑胶件,个,
7910022,零配件,,水泵电机组件,Electric pump assembly,供应商编号:3400940,,SP05,半成品,个,
7910023,零配件,,电容套,Capacitor carrier,供应商编号:3440400,,SP01,塑胶件,个,
7910024,零配件,,手柄后盖,Cover,供应商编号:3440051,,SP01,塑胶件,个,
7910025,零配件,,手柄,Handle,供应商编号:3440064,,SP01,塑胶件,个,
7910026,零配件,,手柄前盖,Handle,供应商编号:3440041,,SP01,塑胶件,个,
7910027,零配件,,附件套,Accessories carrier,供应商编号:3440111,,SP01,塑胶件,套,
7910028,零配件,,堵塞,Plug,供应商编号:3440174,,SP01,塑胶件,个,
7910029,零配件,,水箱,Tank,供应商编号:3440150,,SP01,塑胶件,个,
7910030,零配件,,水泵座,Base,供应商编号:3440011,,SP01,塑胶件,个,
7910031,零配件,,附件套,Accessories carrier,供应商编号:3440081,,SP01,塑胶件,套,
7910032,零配件,,后盖,Cover,供应商编号:3440091,,SP01,塑胶件,个,
7910033,零配件,,后盖支架,Bracket,供应商编号:3440260,,SP02,五金件,个,
7910034,零配件,,高压水管支架,Plate,供应商编号:3440101,,SP02,五金件,个,
7910035,零配件,,摇把,Knob,供应商编号:3081068,,SP01,塑胶件,个,配件仓
7910036,零配件,,电源线,Cable,供应商编号:3441360,,SP03,电子零件,个,
7910037,零配件,,高压水管架,Plate,供应商编号:3080390,,SP01,塑胶件,个,
7910038,零配件,,连接杆,Lever,供应商编号:3440651,,SP01,塑胶件,个,
7910039,零配件,,电容,Capacitor,供应商编号:3081620,,SP03,电子零件,个,
7910040,零配件,,风扇罩,Fan cowling,供应商编号:3440130,,SP01,塑胶件,个,
7910041,零配件,,螺丝套装,Screw kit,供应商编号:3440590,,SP05,半成品,套,
7910042,零配件,,堵塞,Plug,供应商编号:1980740,,SP01,塑胶件,个,
7910043,零配件,,泵头主体,Head,供应商编号:2900200,,SP02,五金件,个,
7910044,零配件,,螺丝,Screw,供应商编号:800220,,SP02,五金件,个,
7910045,零配件,,套筒,Bushing,供应商编号:2840550,,SP01,塑胶件,个,
7910046,零配件,,套筒,Bushing,供应商编号:2840540,,SP01,塑胶件,个,
7910047,零配件,,活塞导套,Piston guide,供应商编号:3400020,,SP01,塑胶件,个,
7910048,零配件,,堵塞,Plug,供应商编号:2840130,,SP01,塑胶件,个,
7910049,零配件,,螺丝,Screw,供应商编号:2840830,,SP02,五金件,个,
7910050,零配件,,弹簧总成,Spring assembly,供应商编号:2909006,,SP02,五金件,个,
7910051,零配件,,接头,Fitting,供应商编号:2900130,,SP02,五金件,个,
7910052,零配件,,快速接头,Shutter,供应商编号:2901070,,SP02,五金件,个,
7910053,零配件,,弹簧,Spring,供应商编号:3780450,,SP02,五金件,个,
7910054,零配件,,喷嘴,Injector,供应商编号:2901110,,SP02,五金件,个,
7910055,零配件,,接头,Fitting,供应商编号:3400150,,SP02,五金件,个,
7910056,零配件,,电子盒总成,Tss box assembly,供应商编号:3400400,,SP03,电子零件,个,
7910057,零配件,,轴叉,Fork,供应商编号:2022201,,SP02,五金件,个,
7910058,零配件,,轴承,Bearing,供应商编号:3400540,,SP02,五金件,个,
7910059,零配件,,堵塞,Fitting,供应商编号:3400640,,SP02,五金件,个,
7910060,零配件,,吸管套装,Suction kit,供应商编号:3400740,,SP05,半成品,个,
7910061,零配件,,螺丝,Screw,供应商编号:3081950,,SP02,五金件,个,
7910062,零配件,,垫圈,Screw,供应商编号:Washer,,SP02,五金件,个,
7910063,零配件,,颤动板,Wobble plate,供应商编号:3400590,,SP02,五金件,个,
7910064,零配件,,风扇,Fan,供应商编号:3440370,,SP01,塑胶件,个,
7910065,零配件,,密封圈,ring,供应商编号:3441000,,SP01,塑胶件,个,
7910066,零配件,,接头,Fitting,供应商编号:3441400,,SP01,塑胶件,个,
7910067,零配件,,U型卡簧,Fork,供应商编号:4104520,,SP02,五金件,个,
7910068,零配件,,高压管,High pressure hose,组件 供应商编号:3082100,,SP05,半成品,条,配件仓
7910069,零配件,,连接接头M22外转1/4外,,供应商型号:3082100,,SP01,塑胶件,个,
7910070,其他,,高压水枪冲字标牌,,,,PM01,包装材料,张,
7910071,零配件,,高压管GYG20,,供应商型号:M22外转M22外,,SP01,塑胶件,个,
7910091,零配件,,高压管GYG20,,供应商型号:M22外转M22外,,SP01,塑胶件,个,
8000001,零配件,,I18C转模5件套装,,,,SP01,塑胶件,套,原材料仓
8000101,零配件,,i20NBL控制面板贴纸（Li/CH),,25#消银龙，背胶,,SP04,其它零件,张,
